"Step","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_q05","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_q05__MIN","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_q05__MAX","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_q95","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_q95__MIN","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_q95__MAX","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_mean","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_mean__MIN","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_pred_mean__MAX"
"0","-1.485958456993103","-1.485958456993103","-1.485958456993103","1.5641357898712158","1.5641357898712158","1.5641357898712158","-0.04474673792719841","-0.04474673792719841","-0.04474673792719841"
"1","-1.4039995670318604","-1.4039995670318604","-1.4039995670318604","1.5129921436309814","1.5129921436309814","1.5129921436309814","-0.01027621515095234","-0.01027621515095234","-0.01027621515095234"
"2","-1.1614558696746826","-1.1614558696746826","-1.1614558696746826","1.4779261350631714","1.4779261350631714","1.4779261350631714","0.027262993156909943","0.027262993156909943","0.027262993156909943"
"3","-1.1597042083740234","-1.1597042083740234","-1.1597042083740234","1.3812644481658936","1.3812644481658936","1.3812644481658936","0.008692072704434395","0.008692072704434395","0.008692072704434395"
"4","-1.0671825408935547","-1.0671825408935547","-1.0671825408935547","1.270122766494751","1.270122766494751","1.270122766494751","0.024287022650241852","0.024287022650241852","0.024287022650241852"
"5","-0.9840172529220581","-0.9840172529220581","-0.9840172529220581","1.205394983291626","1.205394983291626","1.205394983291626","0.02518790028989315","0.02518790028989315","0.02518790028989315"
"6","-0.9478133916854858","-0.9478133916854858","-0.9478133916854858","1.1861460208892822","1.1861460208892822","1.1861460208892822","0.00856130849570036","0.00856130849570036","0.00856130849570036"
"7","-0.9423484206199646","-0.9423484206199646","-0.9423484206199646","1.1904292106628418","1.1904292106628418","1.1904292106628418","-0.002672951202839613","-0.002672951202839613","-0.002672951202839613"
"8","-0.9305808544158936","-0.9305808544158936","-0.9305808544158936","1.1970974206924438","1.1970974206924438","1.1970974206924438","0.0008444946724921465","0.0008444946724921465","0.0008444946724921465"
"9","-0.91103196144104","-0.91103196144104","-0.91103196144104","1.1914011240005493","1.1914011240005493","1.1914011240005493","0.010569079779088497","0.010569079779088497","0.010569079779088497"
"10","-0.8905449509620667","-0.8905449509620667","-0.8905449509620667","1.1686042547225952","1.1686042547225952","1.1686042547225952","0.01525583304464817","0.01525583304464817","0.01525583304464817"
"11","-0.882459282875061","-0.882459282875061","-0.882459282875061","1.156677007675171","1.156677007675171","1.156677007675171","0.012683602049946785","0.012683602049946785","0.012683602049946785"
"12","-0.8996537923812866","-0.8996537923812866","-0.8996537923812866","1.1668894290924072","1.1668894290924072","1.1668894290924072","0.007907602936029434","0.007907602936029434","0.007907602936029434"
"13","-0.9250296354293823","-0.9250296354293823","-0.9250296354293823","1.1772174835205078","1.1772174835205078","1.1772174835205078","0.005503721069544554","0.005503721069544554","0.005503721069544554"
"14","-0.940631628036499","-0.940631628036499","-0.940631628036499","1.188241720199585","1.188241720199585","1.188241720199585","0.005322822369635105","0.005322822369635105","0.005322822369635105"
"15","-0.9489190578460693","-0.9489190578460693","-0.9489190578460693","1.194770336151123","1.194770336151123","1.194770336151123","0.005545413587242365","0.005545413587242365","0.005545413587242365"
"16","-0.9381625652313232","-0.9381625652313232","-0.9381625652313232","1.2014676332473755","1.2014676332473755","1.2014676332473755","0.007091187871992588","0.007091187871992588","0.007091187871992588"
"17","-0.9349614381790161","-0.9349614381790161","-0.9349614381790161","1.2095742225646973","1.2095742225646973","1.2095742225646973","0.011539527215063572","0.011539527215063572","0.011539527215063572"
"18","-0.9315699338912964","-0.9315699338912964","-0.9315699338912964","1.2192450761795044","1.2192450761795044","1.2192450761795044","0.016552211716771126","0.016552211716771126","0.016552211716771126"
"19","-0.9333088397979736","-0.9333088397979736","-0.9333088397979736","1.2232928276062012","1.2232928276062012","1.2232928276062012","0.017590787261724472","0.017590787261724472","0.017590787261724472"
"20","-0.9352253675460815","-0.9352253675460815","-0.9352253675460815","1.2322046756744385","1.2322046756744385","1.2322046756744385","0.013756833970546722","0.013756833970546722","0.013756833970546722"
"21","-0.9408466815948486","-0.9408466815948486","-0.9408466815948486","1.234666347503662","1.234666347503662","1.234666347503662","0.009127636440098286","0.009127636440098286","0.009127636440098286"
"22","-0.9508763551712036","-0.9508763551712036","-0.9508763551712036","1.2334970235824585","1.2334970235824585","1.2334970235824585","0.007782547269016504","0.007782547269016504","0.007782547269016504"
"23","-0.9531543254852295","-0.9531543254852295","-0.9531543254852295","1.2306156158447266","1.2306156158447266","1.2306156158447266","0.00949025060981512","0.00949025060981512","0.00949025060981512"
"24","-0.9591878652572632","-0.9591878652572632","-0.9591878652572632","1.2273833751678467","1.2273833751678467","1.2273833751678467","0.010980664752423763","0.010980664752423763","0.010980664752423763"
"25","-0.9589638710021973","-0.9589638710021973","-0.9589638710021973","1.2218286991119385","1.2218286991119385","1.2218286991119385","0.010137106291949749","0.010137106291949749","0.010137106291949749"
"26","-0.9597578048706055","-0.9597578048706055","-0.9597578048706055","1.2226470708847046","1.2226470708847046","1.2226470708847046","0.00794239528477192","0.00794239528477192","0.00794239528477192"
"27","-0.9640176296234131","-0.9640176296234131","-0.9640176296234131","1.2274888753890991","1.2274888753890991","1.2274888753890991","0.006776883732527494","0.006776883732527494","0.006776883732527494"
"28","-0.9659571647644043","-0.9659571647644043","-0.9659571647644043","1.236396074295044","1.236396074295044","1.236396074295044","0.007699892390519381","0.007699892390519381","0.007699892390519381"
"29","-0.9671144485473633","-0.9671144485473633","-0.9671144485473633","1.2457075119018555","1.2457075119018555","1.2457075119018555","0.009592661634087563","0.009592661634087563","0.009592661634087563"
"30","-0.9642406702041626","-0.9642406702041626","-0.9642406702041626","1.2480264902114868","1.2480264902114868","1.2480264902114868","0.010525268502533436","0.010525268502533436","0.010525268502533436"
"31","-0.9620774388313293","-0.9620774388313293","-0.9620774388313293","1.2495062351226807","1.2495062351226807","1.2495062351226807","0.009674782864749432","0.009674782864749432","0.009674782864749432"
"32","-0.9612712860107422","-0.9612712860107422","-0.9612712860107422","1.2486604452133179","1.2486604452133179","1.2486604452133179","0.007970436476171017","0.007970436476171017","0.007970436476171017"
"33","-0.9594308137893677","-0.9594308137893677","-0.9594308137893677","1.248600959777832","1.248600959777832","1.248600959777832","0.007068056147545576","0.007068056147545576","0.007068056147545576"
"34","-0.9597467184066772","-0.9597467184066772","-0.9597467184066772","1.2456586360931396","1.2456586360931396","1.2456586360931396","0.007796471938490868","0.007796471938490868","0.007796471938490868"
"35","-0.9611817598342896","-0.9611817598342896","-0.9611817598342896","1.248286247253418","1.248286247253418","1.248286247253418","0.009537591598927975","0.009537591598927975","0.009537591598927975"
"36","-0.9637547731399536","-0.9637547731399536","-0.9637547731399536","1.2528395652770996","1.2528395652770996","1.2528395652770996","0.010970894247293472","0.010970894247293472","0.010970894247293472"
"37","-0.9659690856933594","-0.9659690856933594","-0.9659690856933594","1.255560278892517","1.255560278892517","1.255560278892517","0.011354610323905945","0.011354610323905945","0.011354610323905945"
"38","-0.9683703184127808","-0.9683703184127808","-0.9683703184127808","1.2558791637420654","1.2558791637420654","1.2558791637420654","0.011067002080380917","0.011067002080380917","0.011067002080380917"
"39","-0.968003511428833","-0.968003511428833","-0.968003511428833","1.256390929222107","1.256390929222107","1.256390929222107","0.0109381303191185","0.0109381303191185","0.0109381303191185"
"40","-0.965711236000061","-0.965711236000061","-0.965711236000061","1.248267412185669","1.248267412185669","1.248267412185669","0.01119974348694086","0.01119974348694086","0.01119974348694086"
"41","-0.9659570455551147","-0.9659570455551147","-0.9659570455551147","1.2525484561920166","1.2525484561920166","1.2525484561920166","0.011262718588113785","0.011262718588113785","0.011262718588113785"
"42","-0.9670150279998779","-0.9670150279998779","-0.9670150279998779","1.2499423027038574","1.2499423027038574","1.2499423027038574","0.010533284395933151","0.010533284395933151","0.010533284395933151"
"43","-0.9659212827682495","-0.9659212827682495","-0.9659212827682495","1.2480320930480957","1.2480320930480957","1.2480320930480957","0.009236532263457775","0.009236532263457775","0.009236532263457775"
"44","-0.9626117944717407","-0.9626117944717407","-0.9626117944717407","1.2505662441253662","1.2505662441253662","1.2505662441253662","0.008224382065236568","0.008224382065236568","0.008224382065236568"
"45","-0.962944746017456","-0.962944746017456","-0.962944746017456","1.2488524913787842","1.2488524913787842","1.2488524913787842","0.008025207556784153","0.008025207556784153","0.008025207556784153"
"46","-0.960104763507843","-0.960104763507843","-0.960104763507843","1.248159408569336","1.248159408569336","1.248159408569336","0.008328443393111229","0.008328443393111229","0.008328443393111229"
"47","-0.959994912147522","-0.959994912147522","-0.959994912147522","1.2496803998947144","1.2496803998947144","1.2496803998947144","0.008479480631649494","0.008479480631649494","0.008479480631649494"
"48","-0.961135983467102","-0.961135983467102","-0.961135983467102","1.252125859260559","1.252125859260559","1.252125859260559","0.008291186764836311","0.008291186764836311","0.008291186764836311"
"49","-0.9614875912666321","-0.9614875912666321","-0.9614875912666321","1.248350739479065","1.248350739479065","1.248350739479065","0.008151060901582241","0.008151060901582241","0.008151060901582241"
"50","-0.9594985246658325","-0.9594985246658325","-0.9594985246658325","1.2479184865951538","1.2479184865951538","1.2479184865951538","0.008376795798540115","0.008376795798540115","0.008376795798540115"
"51","-0.9610620737075806","-0.9610620737075806","-0.9610620737075806","1.2472386360168457","1.2472386360168457","1.2472386360168457","0.00873545277863741","0.00873545277863741","0.00873545277863741"
"52","-0.9613999724388123","-0.9613999724388123","-0.9613999724388123","1.2452242374420166","1.2452242374420166","1.2452242374420166","0.008741824887692928","0.008741824887692928","0.008741824887692928"
"53","-0.9604417085647583","-0.9604417085647583","-0.9604417085647583","1.2452924251556396","1.2452924251556396","1.2452924251556396","0.00828866008669138","0.00828866008669138","0.00828866008669138"
"54","-0.9625946879386902","-0.9625946879386902","-0.9625946879386902","1.2446092367172241","1.2446092367172241","1.2446092367172241","0.007772446144372225","0.007772446144372225","0.007772446144372225"
"55","-0.9652740955352783","-0.9652740955352783","-0.9652740955352783","1.2413604259490967","1.2413604259490967","1.2413604259490967","0.007592065259814262","0.007592065259814262","0.007592065259814262"
"56","-0.9639623165130615","-0.9639623165130615","-0.9639623165130615","1.2412241697311401","1.2412241697311401","1.2412241697311401","0.007697869557887316","0.007697869557887316","0.007697869557887316"
"57","-0.9636776447296143","-0.9636776447296143","-0.9636776447296143","1.2421588897705078","1.2421588897705078","1.2421588897705078","0.007746664807200432","0.007746664807200432","0.007746664807200432"
"58","-0.9648755788803101","-0.9648755788803101","-0.9648755788803101","1.2464247941970825","1.2464247941970825","1.2464247941970825","0.0076057398691773415","0.0076057398691773415","0.0076057398691773415"
"59","-0.9659010171890259","-0.9659010171890259","-0.9659010171890259","1.251546859741211","1.251546859741211","1.251546859741211","0.007506133988499641","0.007506133988499641","0.007506133988499641"
"60","-0.9662603735923767","-0.9662603735923767","-0.9662603735923767","1.2546451091766357","1.2546451091766357","1.2546451091766357","0.007646311540156603","0.007646311540156603","0.007646311540156603"
"61","-0.9667308926582336","-0.9667308926582336","-0.9667308926582336","1.25300133228302","1.25300133228302","1.25300133228302","0.007820429280400276","0.007820429280400276","0.007820429280400276"
"62","-0.9685672521591187","-0.9685672521591187","-0.9685672521591187","1.250762701034546","1.250762701034546","1.250762701034546","0.007638285402208567","0.007638285402208567","0.007638285402208567"
"63","-0.9711407423019409","-0.9711407423019409","-0.9711407423019409","1.250869870185852","1.250869870185852","1.250869870185852","0.0070869107730686665","0.0070869107730686665","0.0070869107730686665"
"64","-0.9710490703582764","-0.9710490703582764","-0.9710490703582764","1.2498424053192139","1.2498424053192139","1.2498424053192139","0.006634509190917015","0.006634509190917015","0.006634509190917015"
"65","-0.9717456698417664","-0.9717456698417664","-0.9717456698417664","1.2501914501190186","1.2501914501190186","1.2501914501190186","0.006645584478974342","0.006645584478974342","0.006645584478974342"
"66","-0.9729852676391602","-0.9729852676391602","-0.9729852676391602","1.2522574663162231","1.2522574663162231","1.2522574663162231","0.00687940139323473","0.00687940139323473","0.00687940139323473"
"67","-0.9730136394500732","-0.9730136394500732","-0.9730136394500732","1.2543656826019287","1.2543656826019287","1.2543656826019287","0.006819946691393852","0.006819946691393852","0.006819946691393852"
"68","-0.9762077331542969","-0.9762077331542969","-0.9762077331542969","1.2521439790725708","1.2521439790725708","1.2521439790725708","0.006419049110263586","0.006419049110263586","0.006419049110263586"
"69","-0.9791796803474426","-0.9791796803474426","-0.9791796803474426","1.2500160932540894","1.2500160932540894","1.2500160932540894","0.006153490394353867","0.006153490394353867","0.006153490394353867"
"70","-0.9791674613952637","-0.9791674613952637","-0.9791674613952637","1.2489728927612305","1.2489728927612305","1.2489728927612305","0.006287210155278444","0.006287210155278444","0.006287210155278444"
"71","-0.9807483553886414","-0.9807483553886414","-0.9807483553886414","1.2513642311096191","1.2513642311096191","1.2513642311096191","0.006457444280385971","0.006457444280385971","0.006457444280385971"
"72","-0.9820054769515991","-0.9820054769515991","-0.9820054769515991","1.2501111030578613","1.2501111030578613","1.2501111030578613","0.0062385560013353825","0.0062385560013353825","0.0062385560013353825"
"73","-0.9825539588928223","-0.9825539588928223","-0.9825539588928223","1.2510933876037598","1.2510933876037598","1.2510933876037598","0.005809808149933815","0.005809808149933815","0.005809808149933815"
"74","-0.9831815958023071","-0.9831815958023071","-0.9831815958023071","1.2505719661712646","1.2505719661712646","1.2505719661712646","0.005677449982613325","0.005677449982613325","0.005677449982613325"
"75","-0.9816478490829468","-0.9816478490829468","-0.9816478490829468","1.248234748840332","1.248234748840332","1.248234748840332","0.005915991496294737","0.005915991496294737","0.005915991496294737"
"76","-0.9783793091773987","-0.9783793091773987","-0.9783793091773987","1.250298261642456","1.250298261642456","1.250298261642456","0.006136029493063688","0.006136029493063688","0.006136029493063688"
"77","-0.9793360233306885","-0.9793360233306885","-0.9793360233306885","1.2545322179794312","1.2545322179794312","1.2545322179794312","0.006144171580672264","0.006144171580672264","0.006144171580672264"
"78","-0.9798856973648071","-0.9798856973648071","-0.9798856973648071","1.2548713684082031","1.2548713684082031","1.2548713684082031","0.006161498837172985","0.006161498837172985","0.006161498837172985"
"79","-0.9807760715484619","-0.9807760715484619","-0.9807760715484619","1.2544783353805542","1.2544783353805542","1.2544783353805542","0.006323280744254589","0.006323280744254589","0.006323280744254589"
"80","-0.9814692735671997","-0.9814692735671997","-0.9814692735671997","1.2556096315383911","1.2556096315383911","1.2556096315383911","0.0064189499244093895","0.0064189499244093895","0.0064189499244093895"
"81","-0.9834077954292297","-0.9834077954292297","-0.9834077954292297","1.2562720775604248","1.2562720775604248","1.2562720775604248","0.006283350754529238","0.006283350754529238","0.006283350754529238"
"82","-0.9847404360771179","-0.9847404360771179","-0.9847404360771179","1.2546522617340088","1.2546522617340088","1.2546522617340088","0.0060664573684334755","0.0060664573684334755","0.0060664573684334755"
"83","-0.9835919141769409","-0.9835919141769409","-0.9835919141769409","1.2579412460327148","1.2579412460327148","1.2579412460327148","0.005946910474449396","0.005946910474449396","0.005946910474449396"
"84","-0.9828619956970215","-0.9828619956970215","-0.9828619956970215","1.2592666149139404","1.2592666149139404","1.2592666149139404","0.005903276149183512","0.005903276149183512","0.005903276149183512"
"85","-0.9827719926834106","-0.9827719926834106","-0.9827719926834106","1.2588355541229248","1.2588355541229248","1.2588355541229248","0.005879158619791269","0.005879158619791269","0.005879158619791269"
"86","-0.9826275110244751","-0.9826275110244751","-0.9826275110244751","1.261271357536316","1.261271357536316","1.261271357536316","0.005860305856913328","0.005860305856913328","0.005860305856913328"
"87","-0.9824533462524414","-0.9824533462524414","-0.9824533462524414","1.2622246742248535","1.2622246742248535","1.2622246742248535","0.00575901148840785","0.00575901148840785","0.00575901148840785"
"88","-0.9830642938613892","-0.9830642938613892","-0.9830642938613892","1.263542890548706","1.263542890548706","1.263542890548706","0.005554374307394028","0.005554374307394028","0.005554374307394028"
"89","-0.9835858345031738","-0.9835858345031738","-0.9835858345031738","1.265992283821106","1.265992283821106","1.265992283821106","0.005467580631375313","0.005467580631375313","0.005467580631375313"
"90","-0.9831259250640869","-0.9831259250640869","-0.9831259250640869","1.266993522644043","1.266993522644043","1.266993522644043","0.005630051251500845","0.005630051251500845","0.005630051251500845"
"91","-0.9825575351715088","-0.9825575351715088","-0.9825575351715088","1.268247365951538","1.268247365951538","1.268247365951538","0.005779859144240618","0.005779859144240618","0.005779859144240618"
"92","-0.9826774597167969","-0.9826774597167969","-0.9826774597167969","1.2698533535003662","1.2698533535003662","1.2698533535003662","0.005689831450581551","0.005689831450581551","0.005689831450581551"
"93","-0.9815140962600708","-0.9815140962600708","-0.9815140962600708","1.2696654796600342","1.2696654796600342","1.2696654796600342","0.005575760267674923","0.005575760267674923","0.005575760267674923"
"94","-0.9821887612342834","-0.9821887612342834","-0.9821887612342834","1.2708332538604736","1.2708332538604736","1.2708332538604736","0.005654079373925924","0.005654079373925924","0.005654079373925924"
"95","-0.9819763898849487","-0.9819763898849487","-0.9819763898849487","1.2737981081008911","1.2737981081008911","1.2737981081008911","0.005730051547288895","0.005730051547288895","0.005730051547288895"
"96","-0.9800060391426086","-0.9800060391426086","-0.9800060391426086","1.2758972644805908","1.2758972644805908","1.2758972644805908","0.00565637880936265","0.00565637880936265","0.00565637880936265"
"97","-0.9804590344429016","-0.9804590344429016","-0.9804590344429016","1.2760496139526367","1.2760496139526367","1.2760496139526367","0.005664908327162266","0.005664908327162266","0.005664908327162266"
"98","-0.9820451736450195","-0.9820451736450195","-0.9820451736450195","1.2777116298675537","1.2777116298675537","1.2777116298675537","0.0058466470800340176","0.0058466470800340176","0.0058466470800340176"
"99","-0.9816564321517944","-0.9816564321517944","-0.9816564321517944","1.2764108180999756","1.2764108180999756","1.2764108180999756","0.0058860755525529385","0.0058860755525529385","0.0058860755525529385"
