"Step","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_PICP","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_PICP__MIN","CAGP_UCIProtein_42_13-08-2026_14-19-40 - val_PICP__MAX"
"50","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"51","0.958998441696167","0.958998441696167","0.958998441696167"
"52","0.9597638249397278","0.9597638249397278","0.9597638249397278"
"53","0.9599825143814087","0.9599825143814087","0.9599825143814087"
"54","0.9605292081832886","0.9605292081832886","0.9605292081832886"
"55","0.9606385231018066","0.9606385231018066","0.9606385231018066"
"56","0.9604198336601257","0.9604198336601257","0.9604198336601257"
"57","0.9599825143814087","0.9599825143814087","0.9599825143814087"
"58","0.9596545100212097","0.9596545100212097","0.9596545100212097"
"59","0.9597638249397278","0.9597638249397278","0.9597638249397278"
"60","0.9593265056610107","0.9593265056610107","0.9593265056610107"
"61","0.9587798118591309","0.9587798118591309","0.9587798118591309"
"62","0.958233118057251","0.958233118057251","0.958233118057251"
"63","0.9581237435340881","0.9581237435340881","0.9581237435340881"
"64","0.957905113697052","0.957905113697052","0.957905113697052"
"65","0.958233118057251","0.958233118057251","0.958233118057251"
"66","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"67","0.9573584198951721","0.9573584198951721","0.9573584198951721"
"68","0.9571397304534912","0.9571397304534912","0.9571397304534912"
"69","0.9571397304534912","0.9571397304534912","0.9571397304534912"
"70","0.9573584198951721","0.9573584198951721","0.9573584198951721"
"71","0.957577109336853","0.957577109336853","0.957577109336853"
"72","0.9577957391738892","0.9577957391738892","0.9577957391738892"
"73","0.957577109336853","0.957577109336853","0.957577109336853"
"74","0.9574677348136902","0.9574677348136902","0.9574677348136902"
"75","0.957905113697052","0.957905113697052","0.957905113697052"
"76","0.957905113697052","0.957905113697052","0.957905113697052"
"77","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"78","0.958233118057251","0.958233118057251","0.958233118057251"
"79","0.95856112241745","0.95856112241745","0.95856112241745"
"80","0.958342432975769","0.958342432975769","0.958342432975769"
"81","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"82","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"83","0.957905113697052","0.957905113697052","0.957905113697052"
"84","0.9577957391738892","0.9577957391738892","0.9577957391738892"
"85","0.9572490453720093","0.9572490453720093","0.9572490453720093"
"86","0.9571397304534912","0.9571397304534912","0.9571397304534912"
"87","0.9571397304534912","0.9571397304534912","0.9571397304534912"
"88","0.9570304155349731","0.9570304155349731","0.9570304155349731"
"89","0.9572490453720093","0.9572490453720093","0.9572490453720093"
"90","0.9572490453720093","0.9572490453720093","0.9572490453720093"
"91","0.9573584198951721","0.9573584198951721","0.9573584198951721"
"92","0.9571397304534912","0.9571397304534912","0.9571397304534912"
"93","0.957577109336853","0.957577109336853","0.957577109336853"
"94","0.957905113697052","0.957905113697052","0.957905113697052"
"95","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"96","0.9580144286155701","0.9580144286155701","0.9580144286155701"
"97","0.9572490453720093","0.9572490453720093","0.9572490453720093"
"98","0.9572490453720093","0.9572490453720093","0.9572490453720093"
"99","0.9572490453720093","0.9572490453720093","0.9572490453720093"
