iteration,loss,lengthscale,likelyhood_noise,val_MAE,val_NLL,val_PICP50,val_PICP90,val_PICP95,val_RMSE,it_time_training,it_time
0,2.180012559890747,2.835253953933716,0.9641174077987671,7.0618085861206055,3.734856128692627,0.7191489338874817,0.9863829612731934,0.9974468350410461,8.990955352783203,1.2816248229937628,1.376545099017676
1,2.0625611782073974,3.0014102458953857,1.2332143783569336,6.84982967376709,3.739623546600342,0.7336170077323914,0.9974468350410461,0.999148964881897,8.5736665725708,0.6454041720135137,0.6769759400049224
2,1.8198992252349853,3.766345977783203,1.4573296308517456,6.384636402130127,3.7397215366363525,0.7727659344673157,0.9957447052001953,0.999148964881897,8.094632148742676,0.4395612510270439,0.4716763449832797
3,1.7194004297256469,4.813644886016846,1.6019412279129028,6.14659309387207,3.7346317768096924,0.8051064014434814,0.9948936104774475,0.9982978701591492,7.8259148597717285,0.43818615400232375,0.4699238689499907
4,1.6458395004272461,6.021047592163086,1.6634551286697388,5.953597545623779,3.714953899383545,0.8034042716026306,0.9931914806365967,0.9974468350410461,7.653747081756592,0.4378648480051197,0.4695929720182903
5,1.6001668214797973,7.387752056121826,1.6484203338623047,5.898324489593506,3.690610408782959,0.7880851030349731,0.9931914806365967,0.999148964881897,7.628498077392578,0.4351291269995272,0.4667300889850594
6,1.5500089883804322,8.852932929992676,1.5740814208984375,5.857274055480957,3.6563010215759277,0.7838298082351685,0.9931914806365967,0.999148964881897,7.471279144287109,0.4385356630082242,0.4705541059956886
7,1.5102712392807007,10.286004066467285,1.4520764350891113,5.749852657318115,3.6270744800567627,0.7608510851860046,0.989787220954895,0.9982978701591492,7.456221580505371,0.4357211989699863,0.4676508819684386
8,1.4704620838165283,11.670599937438965,1.3023887872695923,5.840203762054443,3.590742588043213,0.7353191375732422,0.9829787015914917,0.9965957403182983,7.525150299072266,0.4381767619634047,0.4700971729471348
9,1.4492280960083008,12.91591739654541,1.143743634223938,5.731742858886719,3.5524497032165527,0.7106382846832275,0.9702127575874329,0.9914893507957458,7.449435234069824,0.4357289239997044,0.4671271019615233
10,1.430760145187378,14.127912521362305,1.001186728477478,6.088109970092773,3.553978443145752,0.6655319333076477,0.958297848701477,0.9855319261550903,7.795689105987549,0.4365077900001779,0.4683788570109755
11,1.453270173072815,15.324052810668945,0.8870738744735718,5.836143970489502,3.504277229309082,0.6595744490623474,0.957446813583374,0.9863829612731934,7.4975080490112305,0.4362377360230312,0.46790227899327874
12,1.417062473297119,16.536714553833008,0.8045002818107605,5.724211692810059,3.474022626876831,0.651063859462738,0.9489361643791199,0.978723406791687,7.387956619262695,0.4386856750352308,0.4705197539879009
13,1.3965836048126221,17.791093826293945,0.7400479912757874,5.758290767669678,3.4861996173858643,0.6408510804176331,0.9327659606933594,0.9702127575874329,7.549549579620361,0.4356294429744594,0.4673096949700266
14,1.4421392679214478,19.075773239135742,0.7050333023071289,5.95951509475708,3.4787986278533936,0.6000000238418579,0.9293617010116577,0.9651063680648804,7.69689416885376,0.4378581040073186,0.4699625530047342
15,1.444398856163025,20.273677825927734,0.7043951153755188,6.052121639251709,3.480790853500366,0.5778723359107971,0.9242553114891052,0.9591489434242249,7.755252838134766,0.4352057659998536,0.4668495049700141
16,1.4033882379531861,21.342269897460938,0.721398115158081,6.1361494064331055,3.4909932613372803,0.5617021322250366,0.9165957570075989,0.9565957188606262,7.869787693023682,0.43698469502851367,0.4688669550232589
17,1.401826548576355,22.23194694519043,0.7408589124679565,6.0002522468566895,3.4714858531951904,0.5838297605514526,0.9302127957344055,0.9591489434242249,7.653136253356934,0.4361385880038142,0.46787501499056816
18,1.3467055320739747,23.04667091369629,0.7561874985694885,6.156398296356201,3.4854910373687744,0.5506383180618286,0.9319148659706116,0.9642553329467773,7.761069297790527,0.43662890599807724,0.46833757701097056
19,1.3799363374710083,23.738353729248047,0.7510216236114502,5.999794006347656,3.4821698665618896,0.5897872447967529,0.9225531816482544,0.9625532031059265,7.706906318664551,0.43699774896958843,0.46853611496044323
20,1.371273446083069,24.447248458862305,0.7411978840827942,5.947338581085205,3.484668016433716,0.5940425395965576,0.9234042763710022,0.9540425539016724,7.7421159744262695,0.44633182702818885,0.4786378589924425
21,1.3444824934005737,25.151926040649414,0.7261366248130798,5.960097789764404,3.464303970336914,0.5668085217475891,0.925106406211853,0.957446813583374,7.59269380569458,0.4370317900320515,0.46888376999413595
22,1.3179869174957275,25.748764038085938,0.7007042765617371,5.8214263916015625,3.4538683891296387,0.5829787254333496,0.9165957570075989,0.9531915187835693,7.504135608673096,0.4378315539797768,0.4698679019929841
23,1.4083847522735595,26.38103675842285,0.6893599033355713,5.887843608856201,3.4605765342712402,0.5812765955924988,0.9080851078033447,0.9514893889427185,7.57735538482666,0.438125817978289,0.4699117069831118
24,1.300297737121582,26.968395233154297,0.7130256295204163,5.922403812408447,3.4680111408233643,0.579574465751648,0.9123404026031494,0.9480851292610168,7.656280994415283,0.4364005670067854,0.46800100401742384
25,1.343618679046631,27.510297775268555,0.7138124108314514,6.02504825592041,3.4643521308898926,0.5540425777435303,0.9310638308525085,0.9608510732650757,7.638299465179443,0.43604297301499173,0.46781193802598864
26,1.301742386817932,28.020252227783203,0.7151734232902527,6.0583038330078125,3.4836692810058594,0.5531914830207825,0.9131914973258972,0.9548935890197754,7.822689533233643,0.43785411602584645,0.46990013803588226
27,1.2949899435043335,28.53207778930664,0.7031854391098022,6.0722336769104,3.475172281265259,0.5506383180618286,0.914893627166748,0.9565957188606262,7.752778053283691,0.4358323279884644,0.46728999400511384
28,1.2638769388198852,28.9869327545166,0.6745243072509766,5.861847400665283,3.4539146423339844,0.569361686706543,0.9182978868484497,0.9497872591018677,7.586796283721924,0.4378943020128645,0.4697299959952943
29,1.3313305616378783,29.382362365722656,0.6437187790870667,5.828059196472168,3.4376566410064697,0.537872314453125,0.9106382727622986,0.947234034538269,7.471391201019287,0.4361564019927755,0.4676400600001216
30,1.2931284666061402,29.706697463989258,0.6568416953086853,5.864073276519775,3.442894458770752,0.5531914830207825,0.9114893674850464,0.9523404240608215,7.502233028411865,0.43781910301186144,0.4695410699932836
31,1.3417773723602295,30.067028045654297,0.6815816760063171,6.042573928833008,3.458757162094116,0.5387234091758728,0.9174467921257019,0.958297848701477,7.594139575958252,0.4357635219930671,0.46746117604197934
32,1.326289129257202,30.359399795532227,0.7260909676551819,6.058716297149658,3.4945309162139893,0.5982978940010071,0.9055319428443909,0.9429787397384644,7.8549275398254395,0.4380897720111534,0.4697210870217532
33,1.3602431535720825,30.68520164489746,0.7628814578056335,6.123355865478516,3.4866459369659424,0.5744680762290955,0.9157446622848511,0.957446813583374,7.776357173919678,0.4367692800005898,0.4685053270077333
34,1.3410181522369384,30.959665298461914,0.7741995453834534,5.959110736846924,3.4802005290985107,0.5948936343193054,0.9191489219665527,0.9557446837425232,7.7347235679626465,0.43817117501748726,0.4701559320092201
35,1.3432224988937378,31.287817001342773,0.7705303430557251,6.051396369934082,3.4735310077667236,0.5617021322250366,0.9225531816482544,0.9651063680648804,7.69819450378418,0.4360965740052052,0.4677425469853915
36,1.3280516624450684,31.59252166748047,0.761684775352478,6.110602378845215,3.485339641571045,0.5787234306335449,0.9123404026031494,0.9565957188606262,7.822113990783691,0.4371311519644223,0.4690435589873232
