iteration,loss,lengthscale,likelyhood_noise,val_MAE,val_NLL,val_PICP,val_RMSE,val_pred_mean,val_pred_median,val_pred_q05,val_pred_q95,val_pred_std_mean
0,1.3046497106552124,2.2332186698913574,0.644496738910675,4.241092681884766,3.0564124584198,0.9839274287223816,5.113834857940674,0.0435103140771389,0.0010324642062187195,-0.703209400177002,0.9709769487380981,0.9418016076087952
1,1.2934777736663818,2.3630592823028564,0.5986749529838562,4.212888717651367,3.0433077812194824,0.9771484732627869,5.080972671508789,0.055212005972862244,0.00836855173110962,-0.7057687044143677,1.007665753364563,0.8990129232406616
2,1.2890526056289673,2.49291729927063,0.5563526153564453,4.186705589294434,3.0350029468536377,0.9685108065605164,5.060881614685059,0.05837124586105347,0.003946572542190552,-0.7175290584564209,1.0260648727416992,0.8595194816589355
3,1.2639002799987793,2.626666784286499,0.5179996490478516,4.164890289306641,3.0318586826324463,0.9618412256240845,5.051823139190674,0.05700021609663963,-0.0023179054260253906,-0.7167559266090393,1.0432425737380981,0.8243725299835205
4,1.265588641166687,2.7628653049468994,0.4858892858028412,4.142651081085205,3.0317294597625732,0.952547550201416,5.044647216796875,0.053928643465042114,-0.008929848670959473,-0.7239325642585754,1.0611329078674316,0.7952039837837219
5,1.2547004222869873,2.8986597061157227,0.46316176652908325,4.123449802398682,3.033590316772461,0.9435818791389465,5.04116153717041,0.05081791430711746,-0.015816695988178253,-0.7300174236297607,1.0761709213256836,0.7747105956077576
6,1.2599245309829712,3.0286452770233154,0.4473576545715332,4.109443187713623,3.035710573196411,0.9384430646896362,5.038741588592529,0.048142336308956146,-0.018669959157705307,-0.7418545484542847,1.0809961557388306,0.7606313824653625
7,1.25557541847229,3.1460835933685303,0.44161322712898254,4.098465919494629,3.0365753173828125,0.9343975782394409,5.037404537200928,0.04622363671660423,-0.023968102410435677,-0.7480543255805969,1.0765174627304077,0.7555322051048279
8,1.2569782733917236,3.2592482566833496,0.441506952047348,4.097890853881836,3.0373990535736084,0.9336321949958801,5.0390238761901855,0.047643065452575684,-0.028541844338178635,-0.7426177859306335,1.0895360708236694,0.7546983361244202
9,1.2635903358459473,3.368238687515259,0.4470142424106598,4.094913959503174,3.037273645401001,0.9347255825996399,5.040595054626465,0.048093561083078384,-0.031153608113527298,-0.7456380724906921,1.095221757888794,0.7579638957977295
10,1.2525558471679688,3.4712154865264893,0.45518961548805237,4.090505123138428,3.0350959300994873,0.9371309876441956,5.035010814666748,0.050689443945884705,-0.027787843719124794,-0.7489630579948425,1.0969651937484741,0.7631019353866577
11,1.2600771188735962,3.5656309127807617,0.4658569395542145,4.096519470214844,3.0348031520843506,0.9397550821304321,5.037137985229492,0.05372946336865425,-0.023414138704538345,-0.7486319541931152,1.109426736831665,0.7693365812301636
12,1.2514700889587402,3.6505484580993652,0.4785078465938568,4.097589492797852,3.0333986282348633,0.9425978660583496,5.035273551940918,0.05647340789437294,-0.01945040561258793,-0.7496922016143799,1.119888424873352,0.7770097255706787
13,1.2499470710754395,3.7314958572387695,0.49312782287597656,4.097232341766357,3.0320961475372314,0.9468620419502258,5.033570766448975,0.05716244503855705,-0.017926692962646484,-0.7512935400009155,1.1268163919448853,0.7857975363731384
14,1.2420375347137451,3.803323268890381,0.5083892345428467,4.099787712097168,3.0312914848327637,0.9504701495170593,5.032962322235107,0.059606604278087616,-0.013827882707118988,-0.7522119879722595,1.1362498998641968,0.7948392033576965
15,1.2440778017044067,3.873112678527832,0.5229170322418213,4.1036858558654785,3.031132221221924,0.9526569247245789,5.034085750579834,0.062042709439992905,-0.010547280311584473,-0.7553156614303589,1.14362633228302,0.8030558824539185
16,1.2352349758148193,3.9331536293029785,0.5370466113090515,4.106258869171143,3.031177043914795,0.9559370279312134,5.0355448722839355,0.06265956908464432,-0.00990864634513855,-0.7572635412216187,1.1463395357131958,0.8113609552383423
17,1.2522408962249756,3.9900963306427,0.5500921010971069,4.110785961151123,3.0315561294555664,0.958342432975769,5.037775039672852,0.06730157136917114,-0.0039199963212013245,-0.7634589076042175,1.1532658338546753,0.8186846971511841
18,1.2540143728256226,4.050338268280029,0.5596376657485962,4.110263347625732,3.031768321990967,0.9591078162193298,5.038793087005615,0.06281393021345139,-0.008885495364665985,-0.7686213254928589,1.1561520099639893,0.823386013507843
19,1.2512388229370117,4.113529682159424,0.5657926797866821,4.116241931915283,3.032524824142456,0.9594358205795288,5.042235851287842,0.06556694954633713,-0.0032228901982307434,-0.7738969326019287,1.1554582118988037,0.8256453275680542
20,1.2449702024459839,4.176136016845703,0.5698225498199463,4.119511127471924,3.033118486404419,0.9596545100212097,5.045022964477539,0.0646788477897644,-0.001629173755645752,-0.7764756679534912,1.159827470779419,0.8264806270599365
21,1.246236801147461,4.238317966461182,0.5716864466667175,4.121644496917725,3.033582925796509,0.9591078162193298,5.047320365905762,0.062429141253232956,-0.004119180142879486,-0.7787578105926514,1.160003900527954,0.8259931206703186
22,1.2389036417007446,4.2971415519714355,0.5709229707717896,4.122742176055908,3.0333516597747803,0.958670437335968,5.0465216636657715,0.06423035264015198,-0.0032917633652687073,-0.7817847728729248,1.1567268371582031,0.8237353563308716
23,1.239802360534668,4.36203670501709,0.5676959753036499,4.12357759475708,3.033799886703491,0.9580144286155701,5.048587799072266,0.06303901970386505,-0.004965662956237793,-0.7849319577217102,1.1586799621582031,0.8196895718574524
24,1.2406203746795654,4.423370361328125,0.5650350451469421,4.125807762145996,3.034733533859253,0.9571397304534912,5.052351474761963,0.06391798704862595,-0.0037604086101055145,-0.7884883284568787,1.162325382232666,0.8161439895629883
25,1.242055892944336,4.485104084014893,0.5614556670188904,4.128055572509766,3.0350863933563232,0.9568117260932922,5.053798675537109,0.06231404468417168,-0.005331616848707199,-0.786347508430481,1.1579053401947021,0.8121067881584167
26,1.249469518661499,4.5404582023620605,0.5570369958877563,4.134871006011963,3.036412477493286,0.9550623297691345,5.058614730834961,0.06587199866771698,-0.00040004774928092957,-0.7860490083694458,1.1632230281829834,0.807745099067688
27,1.235385537147522,4.597401142120361,0.5517256259918213,4.1302032470703125,3.036301612854004,0.9536409378051758,5.057039260864258,0.062162671238183975,-0.005931306630373001,-0.7896894812583923,1.1583513021469116,0.8028896450996399
28,1.2323923110961914,4.652066707611084,0.5462356805801392,4.136443614959717,3.0375287532806396,0.952110230922699,5.06075382232666,0.06946410238742828,0.0034659840166568756,-0.7828909158706665,1.1637752056121826,0.7981734871864319
29,1.2427828311920166,4.706055641174316,0.5416285395622253,4.13157844543457,3.0376267433166504,0.9504701495170593,5.059536457061768,0.06217363104224205,-0.007261216640472412,-0.7870408296585083,1.1612803936004639,0.7942636013031006
