iteration,loss,lengthscale,outputscale,likelyhood_noise,test_MAE,test_NLL,test_PICP50,test_PICP90,test_PICP95,test_RMSE,it_time_training,it_time
0,1.4163999557495117,2.233189821243286,0.6443967223167419,0.7444967031478882,4.059271335601807,3.1076548150012266,0.6105047464370728,0.9297407865524292,0.968622088432312,5.310070514678955,1.758673327974975,2.290401312056929
1,1.4672796726226807,2.3742589950561523,0.5987145900726318,0.798306941986084,4.515507221221924,3.1619288325837394,0.5454752445220947,0.9283765554428101,0.9699863791465759,5.646800994873047,1.9663465828634799,2.1306515261530876
2,1.4912455081939697,2.4999027252197266,0.5555648803710938,0.8547298312187195,3.8773093223571777,3.07185866294052,0.6271032094955444,0.9638472199440002,0.9854479432106018,4.950586318969727,1.215590642299503,1.3804111871868372
3,1.3579246997833252,2.6239492893218994,0.5148388147354126,0.9029138684272766,3.6045074462890625,3.03677262376281,0.6732605695724487,0.9736243486404419,0.9915871024131775,4.612257480621338,1.2132343552075326,1.3744054809212685
4,1.297805905342102,2.7481658458709717,0.47697290778160095,0.930407702922821,3.5071938037872314,3.0289136837460373,0.688040018081665,0.9765802621841431,0.9922692179679871,4.522467136383057,1.2125387843698263,1.3904987862333655
5,1.2770812511444092,2.8734076023101807,0.441967636346817,0.9381430149078369,3.453162670135498,3.021082581145488,0.6887221336364746,0.976352870464325,0.9922692179679871,4.469506740570068,1.2113139620050788,1.3730150908231735
6,1.2615177631378174,2.999159812927246,0.40978607535362244,0.9302430152893066,3.4386377334594727,3.012882001442836,0.6839472651481628,0.9765802621841431,0.9924966096878052,4.445484161376953,1.2129574879072607,1.3744507101364434
7,1.2483724355697632,3.1241414546966553,0.38034701347351074,0.9109441041946411,3.4304752349853516,3.0033991505229936,0.6791723370552063,0.9754433631896973,0.9915871024131775,4.432479381561279,1.2109515271149576,1.3727390551939607
8,1.235615611076355,3.247253179550171,0.35352960228919983,0.8835979700088501,3.425513982772827,2.992524231833601,0.6689404249191284,0.9745338559150696,0.9899954795837402,4.42164945602417,1.2126798522658646,1.374786106403917
9,1.2226060628890991,3.3676652908325195,0.329185426235199,0.8507054448127747,3.4230101108551025,2.9809375520683403,0.6593906283378601,0.9729422330856323,0.9888585805892944,4.413732051849365,1.209434277843684,1.371738568879664
10,1.2097251415252686,3.484516143798828,0.3071516454219818,0.8141483664512634,3.4258086681365967,2.969596492799948,0.643474280834198,0.9668030738830566,0.9859026670455933,4.41243314743042,1.2058868180029094,1.3692412441596389
11,1.1977691650390625,3.5966925621032715,0.28726130723953247,0.7753909230232239,3.4305052757263184,2.958755769066431,0.6300591230392456,0.9615734219551086,0.9836289286613464,4.415663242340088,2.21342800790444,2.3905233619734645
12,1.1868705749511719,3.702946901321411,0.26934775710105896,0.7356047034263611,3.4290013313293457,2.948084697147333,0.6177808046340942,0.9558890461921692,0.9818099141120911,4.417658805847168,1.253906506113708,1.4166951500810683
13,1.176607370376587,3.802168846130371,0.2532482445240021,0.6957438588142395,3.4247336387634277,2.937531123105247,0.6061846017837524,0.950204610824585,0.9795361757278442,4.415940284729004,1.2085748300887644,1.3725957171991467
14,1.1669174432754517,3.893494129180908,0.23881015181541443,0.6566028594970703,3.424543619155884,2.9274841101383267,0.5923146605491638,0.9431560039520264,0.9747612476348877,4.411629676818848,1.2115611680783331,1.3726528049446642
15,1.1582108736038208,3.9762563705444336,0.22589653730392456,0.6188679337501526,3.4235599040985107,2.9182612054120485,0.5786721110343933,0.9347430467605591,0.9708958864212036,4.405441761016846,1.2112961621023715,1.3727276441641152
16,1.1507645845413208,4.0500102043151855,0.21438831090927124,0.5831500887870789,3.4188098907470703,2.909970375797294,0.5636653304100037,0.9286038875579834,0.9677125811576843,4.3970465660095215,1.2111218450590968,1.3737251609563828
17,1.1446073055267334,4.114622592926025,0.20418131351470947,0.5500023365020752,3.4113383293151855,2.902807974497264,0.5520691275596619,0.9215552806854248,0.963392436504364,4.387093544006348,1.2090189629234374,1.3706147042103112
18,1.1399071216583252,4.17030143737793,0.19517846405506134,0.5199391841888428,3.4030494689941406,2.89698556579724,0.5432014465332031,0.9154161214828491,0.9590722918510437,4.376777172088623,1.7822069991379976,1.943694081157446
19,1.1368545293807983,4.217569828033447,0.1872771829366684,0.49345290660858154,3.3930187225341797,2.8924535954702573,0.5345611572265625,0.9088221788406372,0.9545247554779053,4.366398334503174,1.2201433083973825,1.3824095991440117
20,1.1352500915527344,4.25720739364624,0.18036426603794098,0.4709946811199188,3.38124942779541,2.889010187836321,0.5252387523651123,0.9001818895339966,0.949295163154602,4.355988025665283,1.426513381768018,1.7313208398409188
21,1.1345916986465454,4.29011344909668,0.17432759702205658,0.45290669798851013,3.368250846862793,2.886457176369487,0.5197817087173462,0.8944975137710571,0.9447476267814636,4.346014976501465,1.6839689728803933,1.8474798160605133
22,1.134352207183838,4.317122936248779,0.16907458007335663,0.4393429458141327,3.358084201812744,2.8845853667128707,0.5140973329544067,0.8894952535629272,0.9408822059631348,4.337071895599365,1.2102507459931076,1.3727772329002619
23,1.1341556310653687,4.338862419128418,0.16453643143177032,0.43024179339408875,3.352290153503418,2.883053614447601,0.5125057101249695,0.8858572244644165,0.9386084675788879,4.329026699066162,1.2137302276678383,1.3757782019674778
24,1.133744239807129,4.355748176574707,0.16065563261508942,0.42536303400993347,3.3477678298950195,2.8813587102293754,0.5097771883010864,0.8847203254699707,0.9383810758590698,4.320723056793213,1.2067734450101852,1.368357464671135
25,1.1328002214431763,4.368099212646484,0.1573718637228012,0.4243432283401489,3.3414595127105713,2.879270061062543,0.5106866955757141,0.8835834264755249,0.9395179748535156,4.311664581298828,1.2089861040003598,1.3725579557940364
26,1.1311366558074951,4.376193523406982,0.15462161600589752,0.4267371892929077,3.332925319671631,2.877040179620677,0.515688955783844,0.8847203254699707,0.9399726986885071,4.302794933319092,1.2086098492145538,1.371088096871972
27,1.1288539171218872,4.380236625671387,0.1523490995168686,0.4320407807826996,3.3239362239837646,2.8750298077814116,0.520918607711792,0.8867667317390442,0.9420191049575806,4.295121192932129,1.2122242087498307,1.3744702800177038
28,1.126168131828308,4.380390644073486,0.15051434934139252,0.4397023022174835,3.3172943592071533,2.873398582145119,0.5281946063041687,0.8906320929527283,0.9438381195068359,4.2887187004089355,1.2202816559001803,1.3822472710162401
29,1.123337984085083,4.3768792152404785,0.14908990263938904,0.449135422706604,3.312347888946533,2.872071465107134,0.534106433391571,0.8954070210456848,0.9470213651657104,4.28275203704834,1.2085277298465371,1.3706804625689983
30,1.1205976009368896,4.370062351226807,0.14805027842521667,0.4597354531288147,3.3079566955566406,2.8709016316909692,0.5375170707702637,0.9010913968086243,0.9495224952697754,4.276206970214844,1.2098316121846437,1.372088243253529
31,1.1180768013000488,4.360415935516357,0.14736509323120117,0.47089317440986633,3.302244186401367,2.8698685364881724,0.5407003164291382,0.9042746424674988,0.9522510170936584,4.268809795379639,2.3888422357849777,2.5656957728788257
32,1.1158488988876343,4.348465919494629,0.1469975858926773,0.4820110499858856,3.294440269470215,2.8690629822713674,0.5438835620880127,0.9076853394508362,0.9549795389175415,4.261053085327148,1.2137240581214428,1.3775601470842957
33,1.1139891147613525,4.334753513336182,0.14690528810024261,0.49252817034721375,3.284764528274536,2.8685070360837734,0.55229651927948,0.9115507006645203,0.9565711617469788,4.253383159637451,1.2105607222765684,1.3749639629386365
34,1.1125266551971436,4.319842338562012,0.14704109728336334,0.5019491314888,3.273411273956299,2.868048569928961,0.5609368085861206,0.9138244390487671,0.9586175680160522,4.245607852935791,1.2083250740543008,1.3705855449661613
35,1.1113934516906738,4.304332256317139,0.14735494554042816,0.5098692774772644,3.2607014179229736,2.867434096135572,0.5670759677886963,0.9172351360321045,0.9597544074058533,4.237099647521973,1.2079856577329338,1.3699394026771188
36,1.110453486442566,4.288815021514893,0.14779527485370636,0.5159919857978821,3.247107982635498,2.866448849058137,0.569122314453125,0.9192814826965332,0.9611186981201172,4.227361679077148,1.2036638776771724,1.3655077847652137
37,1.109570860862732,4.273820877075195,0.14831100404262543,0.5201365947723389,3.2333016395568848,2.8650257441291878,0.5738972425460815,0.9211004972457886,0.9629377126693726,4.216509819030762,1.208510021213442,1.3700550319626927
38,1.1086769104003906,4.25977897644043,0.1488538533449173,0.5222375988960266,3.2198405265808105,2.8632437492125833,0.577080488204956,0.9249659180641174,0.9638472199440002,4.20526123046875,1.7122189081273973,1.8755715931765735
39,1.107771635055542,4.247011661529541,0.14938096702098846,0.522337794303894,3.2072410583496094,2.8611991252424347,0.5788995027542114,0.9247385263442993,0.963392436504364,4.194272041320801,1.2176312427036464,1.3810834879986942
40,1.1068358421325684,4.23574161529541,0.14985622465610504,0.5205735564231873,3.1957943439483643,2.858915668987384,0.5829922556877136,0.9245111346244812,0.963392436504364,4.183671951293945,1.5769017189741135,1.7387332557700574
41,1.1057994365692139,4.226114273071289,0.15025001764297485,0.5171546936035156,3.1849234104156494,2.856403243813987,0.584811270236969,0.9240564107894897,0.9624829292297363,4.173391819000244,1.7177117397077382,1.88035753602162
42,1.1046366691589355,4.218214988708496,0.1505378782749176,0.5123462677001953,3.174550771713257,2.8537134868699314,0.5829922556877136,0.922919511795044,0.9620282053947449,4.163486957550049,1.222004862036556,1.38368601212278
43,1.1034129858016968,4.212069034576416,0.15069973468780518,0.5064525008201599,3.164372682571411,2.850893798903625,0.5836743712425232,0.9222373962402344,0.9611186981201172,4.153922080993652,1.2089842846617103,1.3716361396946013
44,1.1021852493286133,4.207640171051025,0.15072214603424072,0.4997978210449219,3.1543760299682617,2.8479554155721054,0.5841291546821594,0.9213278889656067,0.9608913064002991,4.144436359405518,1.2085450100712478,1.3714974112808704
45,1.1009317636489868,4.204842567443848,0.15060213208198547,0.49270278215408325,3.1449594497680664,2.8449460978659125,0.5832196474075317,0.9197362661361694,0.9602091908454895,4.1349616050720215,1.2075526039116085,1.371673729736358
46,1.0996397733688354,4.203543663024902,0.1503492146730423,0.4854649603366852,3.1364552974700928,2.84197403317892,0.5814006328582764,0.9183719754219055,0.9599817991256714,4.125762462615967,1.21286059031263,1.375115951988846
47,1.0983757972717285,4.203550338745117,0.14998315274715424,0.4783530533313751,3.1282777786254883,2.8390920440027267,0.5802637338638306,0.9165529608726501,0.9586175680160522,4.116877555847168,1.2143786889500916,1.4002437200397253
48,1.0971827507019043,4.204594135284424,0.14952833950519562,0.47160473465919495,3.119508743286133,2.836273083534364,0.5804911255836487,0.9163256287574768,0.9577080607414246,4.108011722564697,1.2129473499953747,1.3748670453205705
49,1.0960290431976318,4.206347942352295,0.1490098237991333,0.4654209315776825,3.1099932193756104,2.833547202828986,0.5798090100288391,0.915188729763031,0.9563437700271606,4.099190711975098,1.2122462489642203,1.374381500761956
50,1.0949033498764038,4.208459377288818,0.14845284819602966,0.4599590003490448,3.1011459827423096,2.831033184212953,0.5793542265892029,0.9145066142082214,0.9556616544723511,4.090891361236572,1.2051869174465537,1.3664503721520305
51,1.0938361883163452,4.2105631828308105,0.14788568019866943,0.4553261697292328,3.0945584774017334,2.8288000557808957,0.5777626037597656,0.9140518307685852,0.955434262752533,4.083383083343506,2.151967337820679,2.3299197098240256
52,1.0928237438201904,4.212273597717285,0.14734116196632385,0.4515753984451294,3.089931011199951,2.8267993692530142,0.5788995027542114,0.9131423234939575,0.955434262752533,4.076415538787842,1.220744219608605,1.3843410518020391
53,1.0918269157409668,4.213228702545166,0.14685343205928802,0.4487077295780182,3.0855090618133545,2.824967134470398,0.5788995027542114,0.9133697152137756,0.9556616544723511,4.069698333740234,1.211977242026478,1.3747009770013392
54,1.0908313989639282,4.213181972503662,0.1464519500732422,0.4466816484928131,3.0806353092193604,2.8233216499970997,0.5793542265892029,0.9135971069335938,0.9552069306373596,4.063344478607178,1.2105800318531692,1.373661310877651
55,1.0898363590240479,4.212045669555664,0.14615869522094727,0.44542041420936584,3.075571060180664,2.821915465430386,0.5788995027542114,0.9140518307685852,0.9549795389175415,4.057631015777588,1.20852285111323,1.3711590562015772
56,1.088828444480896,4.209845542907715,0.14598922431468964,0.4448166787624359,3.070988416671753,2.8207098441463097,0.5768530964851379,0.9154161214828491,0.955434262752533,4.052412986755371,1.2101245177909732,1.3726453958079219
