iteration,loss,lengthscale,likelyhood_noise,val_MAE,val_NLL,val_PICP50,val_PICP90,val_PICP95,val_RMSE,it_time_training,it_time
0,1.4098104238510132,3.1957039833068848,0.3553699254989624,6.4578633308410645,3.5622498989105225,0.6442553400993347,0.9327659606933594,0.9710638523101807,8.36076831817627,0.23167082000873052,0.27505382301751524
1,1.3427743911743164,3.5376994609832764,0.07003839313983917,6.318580150604248,3.538398504257202,0.5063830018043518,0.8842552900314331,0.9268085360527039,8.185005187988281,0.02049711099243723,0.03464729999541305
2,1.2746702432632446,3.6914212703704834,0.04510325565934181,6.164267063140869,3.5136232376098633,0.49787235260009766,0.8791489601135254,0.9276595711708069,7.988907337188721,0.020143072004429996,0.03357140999287367
3,1.2404370307922363,3.9012017250061035,0.03404129296541214,6.0215582847595215,3.4955966472625732,0.5182978510856628,0.8748936057090759,0.9344680905342102,7.785512924194336,0.020404148002853617,0.033739951002644375
4,1.2196632623672485,4.126298904418945,0.028773080557584763,5.958120822906494,3.5089328289031982,0.505531907081604,0.8723404407501221,0.925957441329956,7.729800701141357,0.020861947996309027,0.03450496701407246
5,1.2138017416000366,4.16914701461792,0.03730124235153198,5.9416279792785645,3.497058153152466,0.5072340369224548,0.882553219795227,0.9285106658935547,7.714301109313965,0.020839440025156364,0.03472940099891275
6,1.2093952894210815,4.396263122558594,0.0793977677822113,5.882765769958496,3.461301803588867,0.5344681143760681,0.8987234234809875,0.9455319046974182,7.6547770500183105,0.030584963009459898,0.04410968002048321
7,1.2021393775939941,4.649294376373291,0.10049837082624435,5.834936141967773,3.4517929553985596,0.5344681143760681,0.9021276831626892,0.9446808695793152,7.606444358825684,0.021401185978902504,0.03521106598782353
8,1.1961272954940796,7.180145263671875,0.28645867109298706,5.532982349395752,3.3861145973205566,0.5548936128616333,0.9242553114891052,0.958297848701477,7.198176383972168,0.02094541199039668,0.03822920599486679
9,1.164776086807251,10.22525691986084,0.18107548356056213,5.444308280944824,3.4082908630371094,0.44680851697921753,0.8697872161865234,0.9140425324440002,7.049149990081787,0.02111969402176328,0.03462071402464062
10,1.1381038427352905,14.393902778625488,0.3680941164493561,5.243993759155273,3.320265769958496,0.5446808338165283,0.9293617010116577,0.9514893889427185,6.738456726074219,0.020845861989073455,0.03427217699936591
