iteration,loss,lengthscale,likelyhood_noise,val_MAE,val_NLL,val_PICP50,val_PICP90,val_PICP95,val_RMSE,it_time_training,it_time
0,1.4156161546707153,2.4689173698425293,0.644496738910675,0.5660800933837891,1.2050392627716064,0.747498095035553,0.9699769020080566,0.9899923205375671,0.7342691421508789,0.24318476859480143,0.3003283296711743
1,1.3961526155471802,2.6473567485809326,0.5982567667961121,0.5613413453102112,1.1848416328430176,0.7190146446228027,0.9645881652832031,0.9853733777999878,0.7302132844924927,0.007083469070494175,0.01937612798064947
2,1.3767062425613403,2.834214448928833,0.5545434951782227,0.5577855110168457,1.165710687637329,0.6982294321060181,0.9584295749664307,0.9830638766288757,0.7280361652374268,0.006122519262135029,0.017722556833177805
3,1.3572553396224976,3.0292062759399414,0.5133810043334961,0.5563353300094604,1.1481233835220337,0.6612778902053833,0.9522709846496582,0.9799845814704895,0.7272362112998962,0.006001902744174004,0.017194905783981085
4,1.3388186693191528,3.2317819595336914,0.4748155176639557,0.5558537244796753,1.1323789358139038,0.6312547922134399,0.9468821883201599,0.974595844745636,0.7269878387451172,0.0060685668140649796,0.017235823906958103
5,1.3218417167663574,3.4409821033477783,0.4389308989048004,0.5561351180076599,1.1189939975738525,0.608160138130188,0.936874508857727,0.9668976068496704,0.7268208265304565,0.006036251783370972,0.017183519899845123
6,1.306774616241455,3.6552295684814453,0.40587276220321655,0.5564674735069275,1.1087417602539062,0.5873749256134033,0.9284064769744873,0.9591993689537048,0.7266793251037598,0.005920036695897579,0.017134636640548706
7,1.2942715883255005,3.8721141815185547,0.3758852779865265,0.5570483803749084,1.1023670434951782,0.5696689486503601,0.9214780330657959,0.9522709846496582,0.7266100645065308,0.005906138103455305,0.017187295015901327
8,1.284977674484253,4.088203430175781,0.3493562340736389,0.557417094707489,1.1003119945526123,0.5481139421463013,0.9107005596160889,0.9422633051872253,0.726620078086853,0.0061537520959973335,0.01803234312683344
9,1.279305100440979,4.298951625823975,0.3268485963344574,0.557776153087616,1.1024421453475952,0.5334873199462891,0.9022324681282043,0.9384141564369202,0.7266567349433899,0.006330024916678667,0.017709515057504177
10,1.2772377729415894,4.498905658721924,0.3090568780899048,0.5580695867538452,1.1077817678451538,0.519630491733551,0.8891454935073853,0.9314857721328735,0.7266212105751038,0.006254737265408039,0.01757912803441286
11,1.2781424522399902,4.68242883682251,0.2966073453426361,0.5581158995628357,1.1144977807998657,0.4980754554271698,0.8822171092033386,0.9253271818161011,0.7264016270637512,0.005979135166853666,0.01732848910614848
12,1.2807233333587646,4.844913959503174,0.28975406289100647,0.5578930377960205,1.1204038858413696,0.48652809858322144,0.8691300749778748,0.9214780330657959,0.7259188890457153,0.006214942317456007,0.017103656195104122
13,1.2833575010299683,4.98390531539917,0.288239061832428,0.5575815439224243,1.1238082647323608,0.48113933205604553,0.8675904273986816,0.9183987975120544,0.725158154964447,0.005834530107676983,0.015665610320866108
14,1.2847098112106323,5.0994768142700195,0.29146137833595276,0.5572481751441956,1.124027967453003,0.47729021310806274,0.8645111918449402,0.9153195023536682,0.7241560220718384,0.00577834015712142,0.01544797420501709
15,1.284152626991272,5.193802356719971,0.29874348640441895,0.5567898750305176,1.1212990283966064,0.4819091558456421,0.8637413382530212,0.9160892963409424,0.7229715585708618,0.0057057966478168964,0.015510243829339743
16,1.2817435264587402,5.2704010009765625,0.30948081612586975,0.5561842918395996,1.1163851022720337,0.480369508266449,0.8652809858322144,0.9214780330657959,0.7216622829437256,0.005730955395847559,0.015564997214823961
17,1.2779569625854492,5.333444118499756,0.3231644630432129,0.5554823279380798,1.1102136373519897,0.48806774616241455,0.8706697225570679,0.9253271818161011,0.7202756404876709,0.00584076065570116,0.015952538698911667
18,1.2734205722808838,5.387259483337402,0.3393450379371643,0.5547340512275696,1.10364830493927,0.49499616026878357,0.8737490177154541,0.9276366233825684,0.7188500165939331,0.00578046590089798,0.015558857005089521
19,1.2687301635742188,5.436002254486084,0.35758504271507263,0.5539382696151733,1.09737229347229,0.508083164691925,0.8775981664657593,0.9284064769744873,0.7174162864685059,0.005648399703204632,0.015357533935457468
20,1.2643589973449707,5.483436584472656,0.3774191737174988,0.553195059299469,1.0918476581573486,0.5157813429832458,0.8852964043617249,0.9299461245536804,0.7160008549690247,0.005629112012684345,0.015162382740527391
21,1.2606186866760254,5.532793045043945,0.39833009243011475,0.5524553060531616,1.0873209238052368,0.5234795808792114,0.8922247886657715,0.9330254197120667,0.7146254777908325,0.005590024869889021,0.015170953702181578
22,1.2576614618301392,5.5866804122924805,0.4197424054145813,0.5517430305480957,1.083853840827942,0.531947672367096,0.897613525390625,0.936874508857727,0.713308572769165,0.0055054607801139355,0.015257313847541809
23,1.2555011510849,5.647053241729736,0.44103482365608215,0.5510662794113159,1.0813688039779663,0.5388760566711426,0.9014626741409302,0.9422633051872253,0.7120649218559265,0.005533330142498016,0.015059844125062227
24,1.2540481090545654,5.71522855758667,0.4615689218044281,0.5503886938095093,1.0796970129013062,0.545034646987915,0.9068514108657837,0.9445727467536926,0.7109051942825317,0.0056366948410868645,0.0152003588154912
25,1.253148078918457,5.7919392585754395,0.4807286560535431,0.5497821569442749,1.0786250829696655,0.5488837361335754,0.9091609120368958,0.9445727467536926,0.7098362445831299,0.00557628134265542,0.01548928301781416
26,1.2526167631149292,5.877414226531982,0.49796321988105774,0.549289882183075,1.077932596206665,0.5511932373046875,0.9107005596160889,0.9468821883201599,0.7088611125946045,0.005591031163930893,0.015365464147180319
27,1.2522730827331543,5.971468925476074,0.5128253698348999,0.5488610863685608,1.0774229764938354,0.5542725324630737,0.912240207195282,0.9476520419120789,0.707979679107666,0.005658018868416548,0.015584189910441637
